,movielens_Id,genre,imdbId,tmdbId,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Actors,Year,Genre,Awards,Runtime,Type,Poster,imdbVotes,imdbID,tomatoMeter,tomatoRating,tomatoConsensus,tomatoUserRating,tomatoImage,DVD,Production,tomatoFresh,Website,tomatoRotten,tomatoUserReviews,tomatoUserMeter,BoxOffice,tomatoReviews,tomatoURL,sentiment_polarity
3508,100498,Action|Crime|Thriller|IMAX,1606378,47964.0,"John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces.",R,True,"English, Russian, Hindi",A Good Day to Die Hard,USA,"Skip Woods, Roderick Thorp (certain original characters by)",28.0,5.3,John Moore,14 Feb 2013,"Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead",2013,"Action, Thriller",3 wins &amp; 7 nominations.,98 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNzgyNzUzOV5BMl5BanBnXkFtZTcwMzAwOTA5OA@@._V1_SX300.jpg,"167,750",tt1606378,14.0,3.9,"A Good Day to Die Hard is the weakest entry in a storied franchise, and not even Bruce Willis' smirking demeanor can enliven a cliched, uninspired script.",3.0,rotten,04 Jun 2013,20th Century Fox,30,http://www.diehardmovie.com/,187,117241,40.0,"$67,344,392.00",217,http://www.rottentomatoes.com/m/a_good_day_to_die_hard/,-0.0305555555556
3509,100507,Comedy,1711425,107811.0,"The night before his big medical school interview, a promising student celebrates his 21st birthday with his two best friends.",R,True,"English, Spanish",21 &amp; Over,USA,"Jon Lucas, Scott Moore",34.0,5.9,"Jon Lucas, Scott Moore",01 Mar 2013,"Miles Teller, Skylar Astin, Justin Chon, Sarah Wright",2013,Comedy,1 win &amp; 1 nomination.,93 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0NTExOTI0N15BMl5BanBnXkFtZTcwMDA0ODE3OA@@._V1_SX300.jpg,"61,692",tt1711425,26.0,4.1,"Though it strives to mimic The Hangover, 21 and Over is too predictable, too unabashedly profane, and too inconsistently funny to carry the torch.",3.2,rotten,18 Jun 2013,Relativity Media,26,http://21andovermovie.tumblr.com/,74,58662,46.0,"$25,675,765.00",100,http://www.rottentomatoes.com/m/21_and_over/,0.025
3510,100527,Drama|Mystery|Romance,1702439,112949.0,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",PG-13,True,"English, Portuguese",Safe Haven,USA,"Dana Stevens (screenplay), Gage Lansky (screenplay), Nicholas Sparks (based upon the novel by)",34.0,6.7,Lasse Hallström,14 Feb 2013,"Julianne Hough, Irene Ziegler, Jon Kohler, Tim Parati",2013,"Drama, Romance, Thriller",3 wins &amp; 7 nominations.,115 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4MzcxODA3OV5BMl5BanBnXkFtZTcwMTYzNDkwOQ@@._V1_SX300.jpg,"79,887",tt1702439,12.0,4.0,"Schmaltzy, predictable, and melodramatic, Safe Haven also suffers from a ludicrous plot twist, making for a particularly ignominious Nicholas Sparks adaptation.",3.7,rotten,07 May 2013,Relativity Media,17,http://Facebook.com/SafeHavenMovie,123,75728,67.0,"$71,100,000.00",140,http://www.rottentomatoes.com/m/safe_haven/,-0.0333333333333
3511,100714,Drama|Romance,2209418,132344.0,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,R,True,"English, Greek, French",Before Midnight,"USA, Greece","Richard Linklater, Julie Delpy, Ethan Hawke, Richard Linklater (characters), Kim Krizan (characters)",94.0,7.9,Richard Linklater,14 Jun 2013,"Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Jennifer Prior",2013,"Drama, Romance",Nominated for 1 Oscar. Another 20 wins &amp; 57 nominations.,109 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NzgxODE2NF5BMl5BanBnXkFtZTcwNTI1NTI0OQ@@._V1_SX300.jpg,"97,900",tt2209418,98.0,8.7,"Building on the first two installments in Richard Linklater's well-crafted Before trilogy, Before Midnight offers intelligent, powerfully acted perspectives on love, marriage, and long-term commitment.",4.0,certified,22 Oct 2013,Drafthouse Recommends,179,http://sonyclassics.com/beforemidnight/,3,36382,82.0,"$8,114,507.00",182,http://www.rottentomatoes.com/m/before_midnight_2013/,0.39
3512,100737,Action|Drama|Thriller,882977,134411.0,"A father goes undercover for the DEA in order to free his son, who was imprisoned after being set up in drug deal.",PG-13,True,"English, Spanish",Snitch,"USA, United Arab Emirates","Justin Haythe, Ric Roman Waugh",51.0,6.5,Ric Roman Waugh,22 Feb 2013,"Dwayne Johnson, Barry Pepper, Jon Bernthal, Susan Sarandon",2013,"Action, Drama, Thriller",1 nomination.,112 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNTM4MTYzNjA3Nl5BMl5BanBnXkFtZTcwMzcyNDA5OA@@._V1_SX300.jpg,"65,786",tt0882977,56.0,5.6,"Though it features one of Dwayne Johnson's more thoughtful performances, the presentation of Snitch's underlying message is muddled by lackluster storytelling and some tonal inconsistencies.",3.6,rotten,11 Jun 2013,Lionsgate/Summit Entertainment,79,http://www.snitch-movie.com,62,63336,61.0,"$42,908,315.00",141,http://www.rottentomatoes.com/m/snitch_2013/,0.266666666667
3513,100810,Horror|Sci-Fi|Thriller,2387433,145135.0,"As the Barret family's peaceful suburban life is rocked by an escalating series of disturbing events, they come to learn that a terrifying and deadly force is after them.",PG-13,True,English,Dark Skies,USA,Scott Stewart,50.0,6.3,Scott Stewart,22 Feb 2013,"Keri Russell, Josh Hamilton, Dakota Goyo, Kadan Rockett",2013,"Horror, Sci-Fi, Thriller",,97 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNDE1OTgyOF5BMl5BanBnXkFtZTcwMTEyMzMxOQ@@._V1_SX300.jpg,"58,999",tt2387433,41.0,4.9,"Dark Skies writer director Scott Stewart has a solid cast, an interesting premise, and some admirable ambitions, but he can't figure out what to do with any of them, and the result is a dull, muddled effort that will bore all but the most devoted horror buffs.",3.3,rotten,28 May 2013,The Weinstein Company,32,http://darkskiesfilm.com/,47,28969,49.0,"$17,411,930.00",79,http://www.rottentomatoes.com/m/dark_skies_2013/,0.111666666667
3514,101025,Adventure|Fantasy|IMAX,1351685,81005.0,"The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds.",PG-13,True,English,Jack the Giant Slayer,USA,"Darren Lemke (screenplay), Christopher McQuarrie (screenplay), Dan Studney (screenplay), Darren Lemke (story), David Dobkin (story)",51.0,6.3,Bryan Singer,01 Mar 2013,"Nicholas Hoult, Eleanor Tomlinson, Ewan McGregor, Stanley Tucci",2013,"Adventure, Fantasy",1 win &amp; 4 nominations.,114 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NDMxMjI0OV5BMl5BanBnXkFtZTcwMjQyMDExOQ@@._V1_SX300.jpg,"108,171",tt1351685,52.0,5.7,"It's enthusiastically acted and reasonably fun, but Jack the Giant Slayer is also overwhelmed by digital effects and a bland, impersonal story.",3.4,rotten,18 Jun 2013,Warner Bros.,102,http://jackthegiantslayer.warnerbros.com/,95,92216,55.0,"$65,171,860.00",197,http://www.rottentomatoes.com/m/jack_the_giant_slayer/,0.0333333333333
3515,101076,Action|Adventure|Sci-Fi|Thriller|IMAX,1583421,72559.0,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,PG-13,True,English,G.I. Joe: Retaliation,USA,"Rhett Reese, Paul Wernick",41.0,5.8,Jon M. Chu,28 Mar 2013,"Dwayne Johnson, Jonathan Pryce, Byung-hun Lee, Elodie Yung",2013,"Action, Adventure, Sci-Fi",1 win &amp; 11 nominations.,110 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNzk5ODM0OTQ0N15BMl5BanBnXkFtZTcwODg2ODE4OA@@._V1_SX300.jpg,"148,588",tt1583421,29.0,4.5,"Though arguably superior to its predecessor, G.I. Joe: Retaliation is overwhelmed by its nonstop action and too nonsensical and vapid to leave a lasting impression.",3.2,rotten,30 Jul 2013,Paramount Pictures,47,http://www.gijoemovie.com/,117,198898,48.0,"$122,512,052.00",164,http://www.rottentomatoes.com/m/gi_joe_retaliation/,0.125
3516,101088,Drama|Mystery|Thriller,1682180,86825.0,"After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",R,True,English,Stoker,"UK, USA, South Korea",Wentworth Miller,58.0,6.8,Chan-wook Park,28 Feb 2013,"Mia Wasikowska, Nicole Kidman, David Alford, Matthew Goode",2013,"Drama, Thriller",4 wins &amp; 34 nominations.,99 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3MTM5ODI5MV5BMl5BanBnXkFtZTcwMjE1Mzc4OA@@._V1_SX300.jpg,"86,137",tt1682180,69.0,6.6,"Its script doesn't quite carry the dramatic heft of his earlier work, but Park Chan-wook's Stoker showcases his eye for sumptuous imagery and his affection for dark, atmospheric narratives populated by mysterious characters.",3.4,fresh,18 Jun 2013,Fox Searchlight Pictures,129,http://www.foxsearchlight.com/stoker/,58,22586,60.0,"$1,700,000.00",187,http://www.rottentomatoes.com/m/stoker_2013/,-0.116666666667
3517,101097,Thriller,1922685,152259.0,"The haunted Captain of a Soviet submarine holds the fate of the world in his hands. Forced to leave his family behind, he is charged with leading a covert mission cloaked in mystery.",R,True,English,Phantom,USA,Todd Robinson,40.0,5.8,Todd Robinson,01 Mar 2013,"Ed Harris, David Duchovny, William Fichtner, Lance Henriksen",2013,"Action, Drama, History",,98 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0OTA5MDgzM15BMl5BanBnXkFtZTcwMDM3NTU3OQ@@._V1_SX300.jpg,"11,645",tt1922685,25.0,4.6,"A cast of solid actors do what they can to elevate the material, but Phantom's script is too clunky and devoid of tension to bear comparison to its thematic predecessors.",2.9,rotten,25 Jun 2013,RCR Distribution,14,http://phantomthefilm.com/,41,5395,34.0,"$1,000,000.00",55,http://www.rottentomatoes.com/m/phantom_2013/,-0.0333333333333
3518,101106,Documentary,2306745,157117.0,"A documentary on the fabled recording studio that was located in Van Nuys, California.",NOT RATED,True,English,Sound City,USA,Mark Monroe,76.0,7.8,Dave Grohl,18 Jan 2013,"Vinny Appice, Joe Barresi, Brian Bell, Frank Black",2013,"Documentary, Music",2 wins &amp; 3 nominations.,107 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MjkyODg4MF5BMl5BanBnXkFtZTcwNTk1NjM4OA@@._V1_SX300.jpg,"10,156",tt2306745,100.0,7.7,"Smart, affectionate, and unabashedly sincere, Sound City pairs a great soundtrack with a well-argued ode to one of rock 'n' roll's most fondly remembered bygone eras.",4.3,certified,07 Apr 2014,Variance Films,42,http://www.soundcitymovie.com/,0,6705,90.0,"$419,361.00",42,http://www.rottentomatoes.com/m/sound_city/,0.482857142857
3519,101112,Action|Adventure|Fantasy|IMAX,1623205,68728.0,A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.,PG,True,English,Oz the Great and Powerful,USA,"Mitchell Kapner (screenplay), David Lindsay-Abaire (screenplay), Mitchell Kapner (screen story), L. Frank Baum (""Oz"" works)",44.0,6.4,Sam Raimi,08 Mar 2013,"James Franco, Mila Kunis, Rachel Weisz, Michelle Williams",2013,"Adventure, Family, Fantasy",5 wins &amp; 31 nominations.,130 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_SX300.jpg,"177,084",tt1623205,59.0,6.0,"It suffers from some tonal inconsistency and a deflated sense of wonder, but Oz the Great and Powerful still packs enough visual dazzle and clever wit to be entertaining in its own right.",3.4,rotten,11 Jun 2013,Walt Disney Pictures,146,http://disney.go.com/thewizard/,101,292661,56.0,"$234,903,076.00",247,http://www.rottentomatoes.com/m/oz_the_great_and_powerful/,0.228042328042
3520,101137,Action|Crime|Drama|Romance|Thriller,2101341,102362.0,"In New York City, a crime lord's right-hand man is helped by a woman seeking retribution.",R,True,"English, French, Albanian, Spanish, Hungarian",Dead Man Down,USA,J.H. Wyman,39.0,6.5,Niels Arden Oplev,08 Mar 2013,"Colin Farrell, Noomi Rapace, Terrence Howard, Dominic Cooper",2013,"Action, Crime, Drama",,118 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NTU5NTIzMF5BMl5BanBnXkFtZTcwNjQ3MTM5OA@@._V1_SX300.jpg,"54,784",tt2101341,38.0,5.0,"While the fine cast keeps Dead Man Down watchable throughout, the film is weighted down by absurd plot twists and a slack pace.",3.2,rotten,09 Jul 2013,FilmDistrict,37,http://blooddemandsblood.com/,61,20971,47.0,"$10,880,926.00",98,http://www.rottentomatoes.com/m/dead_man_down_2013/,-0.118888888889
3521,101142,Adventure|Animation|Comedy,481499,49519.0,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",PG,True,English,The Croods,USA,"Chris Sanders (screenplay), Kirk De Micco (screenplay), John Cleese (story), Kirk De Micco (story), Chris Sanders (story)",55.0,7.3,"Kirk De Micco, Chris Sanders",22 Mar 2013,"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener",2013,"Animation, Adventure, Comedy",Nominated for 1 Oscar. Another 5 wins &amp; 41 nominations.,98 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg,"153,957",tt0481499,70.0,6.5,"While it may not be as (ahem) evolved as the best modern animated fare, The Croods will prove solidly entertaining for families seeking a fast-paced, funny cartoon adventure.",3.9,fresh,01 Oct 2013,20th Century Fox,95,http://www.thecroodsmovie.com/,40,193005,78.0,"$187,165,546.00",135,http://www.rottentomatoes.com/m/the-croods/,0.4875
3523,101283,Comedy,790628,124459.0,"A veteran Vegas magician tries to revive his career after his longtime partner quits, he gets fired from his casino act, and an edgy new ""street magician"" steals his thunder.",PG-13,True,"English, Spanish",The Incredible Burt Wonderstone,USA,"Jonathan Goldstein (screenplay), John Francis Daley (screenplay), Chad Kultgen (story), Tyler Mitchell (story), Jonathan Goldstein (story), John Francis Daley (story)",44.0,5.9,Don Scardino,15 Mar 2013,"Steve Carell, Steve Buscemi, Olivia Wilde, Jim Carrey",2013,Comedy,1 win &amp; 4 nominations.,100 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3MDkxMDAyN15BMl5BanBnXkFtZTcwODY5NzQyOQ@@._V1_SX300.jpg,"61,168",tt0790628,36.0,5.2,"The Incredible Burt Wonderstone serves up some goofy laughs, but given its outrageous conceit, it's surprisingly safe and predictable.",2.9,rotten,25 Jun 2013,Warner Bros. Pictures,67,http://www.theincredibleburtwonderstone.com/index.html,117,62795,33.0,"$22,525,921.00",184,http://www.rottentomatoes.com/m/the_incredible_burt_wonderstone/,0.14
3525,101362,Action|Thriller,2302755,117263.0,"Disgraced Secret Service agent (and former presidential guard) Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack; using his inside knowledge, Banning works with national security to rescue the President from his kidnappers.",R,True,"English, Korean",Olympus Has Fallen,USA,"Creighton Rothenberger, Katrin Benedikt",41.0,6.5,Antoine Fuqua,22 Mar 2013,"Gerard Butler, Aaron Eckhart, Finley Jacobsen, Dylan McDermott",2013,"Action, Thriller",1 win &amp; 5 nominations.,119 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNjIyNjE5OF5BMl5BanBnXkFtZTcwMTI3NzkxOQ@@._V1_SX300.jpg,"206,848",tt2302755,48.0,5.3,"It's far from original, but Olympus Has Fallen benefits from Antoine Fuqua's tense direction and a strong performance from Gerard Butler -- which might just be enough for action junkies.",3.7,rotten,13 Aug 2013,FilmDistrict,87,http://olympusmovie.com,96,147984,67.0,"$98,600,000.00",183,http://www.rottentomatoes.com/m/olympus_has_fallen_2013/,0.1125
3527,101577,Action|Adventure|Romance,1517260,72710.0,"When an unseen enemy threatens mankind by taking over their bodies and erasing their memories, Melanie will risk everything to protect the people she cares most about, proving that love can conquer all in a dangerous new world.",PG-13,True,English,The Host,"USA, Switzerland","Andrew Niccol (screenplay), Stephenie Meyer (novel)",35.0,5.9,Andrew Niccol,29 Mar 2013,"Rachel Roberts, Shyaam Karra, Brent Wendell Williams, Jhil McEntyre",2013,"Action, Adventure, Romance",1 win &amp; 2 nominations.,125 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwNDg1MTAzNV5BMl5BanBnXkFtZTcwNTk5ODI3OA@@._V1_SX300.jpg,"93,664",tt1517260,8.0,3.6,"Poorly scripted and dramatically ineffective, The Host is mostly stale and tedious, with moments of unintentional hilarity.",3.2,rotten,09 Jul 2013,Open Road Films,10,http://www.facebook.com/thehostmovie,109,53348,50.0,"$26,609,448.00",119,http://www.rottentomatoes.com/m/the_host_2013/,-0.466666666667
3528,101612,Comedy|Romance,1814621,144340.0,A Princeton admissions officer who is up for a major promotion takes a professional risk after she meets a college-bound alternative school kid who just might be the son she gave up years ago in a secret adoption.,PG-13,True,English,Admission,USA,"Karen Croner (screenplay), Jean Hanff Korelitz (based on the novel by)",48.0,5.7,Paul Weitz,22 Mar 2013,"Tina Fey, Ann Harada, Ben Levin, Dan Levy",2013,"Comedy, Drama, Romance",,107 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BOTE2OTkwNzg5Ml5BMl5BanBnXkFtZTcwOTY0NzQ3OA@@._V1_SX300.jpg,"28,971",tt1814621,39.0,5.5,"Admission has a pair of immensely likable leads in Tina Fey and Paul Rudd, but it wastes them on a contrived (and clumsily directed) screenplay.",2.9,rotten,09 Jul 2013,Focus Features,57,http://www.AdmissionMovie.com,91,33445,32.0,"$18,000,000.00",148,http://www.rottentomatoes.com/m/admission/,-0.125
3529,101687,Crime|Drama,2027064,158739.0,An abandoned boy is lured to America and drawn into the shadow of a dangerous father figure. Inspired by the real life events that led to the 2002 Beltway sniper attacks.,R,True,English,Blue Caprice,USA,"Alexandre Moors (story), R.F.I. Porto (screenplay), R.F.I. Porto (story)",76.0,6.0,Alexandre Moors,18 May 2015,"Tequan Richmond, April Yvette Thompson, Isaiah Washington, Abner Expósito",2013,"Biography, Crime, Drama",1 win &amp; 10 nominations.,93 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNzYwMTcyMzU5OV5BMl5BanBnXkFtZTgwOTAwOTUwMDE@._V1_SX300.jpg,"4,644",tt2027064,83.0,7.3,"Smart, sobering, and quietly chilling, Blue Caprice uses its horrible true-life story -- and some solid performances -- to underscore the dreadful banality of evil.",3.2,certified,14 Jan 2014,IFC Films,65,http://bluecapricefilm.com/,13,7085,51.0,"$91,126.00",78,http://www.rottentomatoes.com/m/blue_caprice_2013/,-0.469387755102
3530,101739,Horror,1288558,109428.0,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.",R,True,English,Evil Dead,USA,"Fede Alvarez (screenplay), Rodo Sayagues (screenplay), Sam Raimi (based on the motion picture ""The Evil Dead"",  written by)",57.0,6.5,Fede Alvarez,05 Apr 2013,"Jane Levy, Shiloh Fernandez, Lou Taylor Pucci, Jessica Lucas",2013,Horror,6 wins &amp; 16 nominations.,91 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNTQ3OTkwNTgyN15BMl5BanBnXkFtZTcwNTAzOTAzOQ@@._V1_SX300.jpg,"128,646",tt1288558,61.0,6.1,"It may lack the absurd humor that underlined the original, but the new-look Evil Dead compensates with brutal terror, gory scares, and gleefully bloody violence.",3.5,fresh,16 Jul 2013,TriStar Pictures,109,http://www.evildead-movie.com/,69,76484,63.0,"$54,200,000.00",178,http://www.rottentomatoes.com/m/the_evil_dead_2013/,-0.5
3532,101761,Action|Adventure|Crime|Thriller,1684233,93828.0,"When a notorious criminal is forced to return to London, it gives a detective one last chance to take down the man he's always been after.",R,True,English,Welcome to the Punch,"UK, USA",Eran Creevy,49.0,6.1,Eran Creevy,15 Mar 2013,"James McAvoy, Mark Strong, Andrea Riseborough, Johnny Harris",2013,"Action, Crime, Thriller",1 win.,99 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BODkwNjY1MjUzOF5BMl5BanBnXkFtZTcwOTU0NDAyOQ@@._V1_SX300.jpg,"27,139",tt1684233,50.0,5.6,Welcome to the Punch is a little deeper and more thoughtful than most police dramas -- but not quite enough to surmount its thinly written characters and numbing violence.,3.0,rotten,23 Jul 2013,IFC Films,24,http://www.facebook.com/welcometothepunchmovie,24,7866,37.0,"$6,787.00",48,http://www.rottentomatoes.com/m/welcome_to_the_punch/,0.230357142857
3533,101864,Action|Adventure|Sci-Fi|IMAX,1483013,75612.0,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.,PG-13,True,English,Oblivion,USA,"Karl Gajdusek (screenplay), Michael Arndt (screenplay), Joseph Kosinski (graphic novel original story)",54.0,7.0,Joseph Kosinski,19 Apr 2013,"Tom Cruise, Morgan Freeman, Olga Kurylenko, Andrea Riseborough",2013,"Action, Adventure, Mystery",11 nominations.,124 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_SX300.jpg,"394,404",tt1483013,53.0,5.9,"Visually striking but thinly scripted, Oblivion benefits greatly from its strong production values and an excellent performance from Tom Cruise.",3.5,rotten,06 Aug 2013,Universal Pictures,123,http://www.oblivionmovie.com/,111,162323,61.0,"$89,021,735.00",234,http://www.rottentomatoes.com/m/oblivion_2013/,0.466666666667
3534,101895,Drama,453562,109410.0,The story of Jackie Robinson from his signing with the Brooklyn Dodgers organization in 1945 to his historic 1947 rookie season when he broke the color barrier in Major League Baseball.,PG-13,True,English,42,USA,Brian Helgeland,62.0,7.5,Brian Helgeland,12 Apr 2013,"Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni",2013,"Biography, Drama, Sport",3 wins &amp; 17 nominations.,128 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMDU4MDI3MV5BMl5BanBnXkFtZTcwMjU1NDgyOQ@@._V1_SX300.jpg,"67,345",tt0453562,79.0,6.8,"42 is an earnest, inspirational, and respectfully told biography of an influential American sports icon, though it might be a little too safe and old-fashioned for some.",4.1,certified,16 Jul 2013,Warner Bros. Pictures,140,http://42movie.warnerbros.com/,38,119098,86.0,"$95,001,343.00",178,http://www.rottentomatoes.com/m/42_2013/,0.2625
3535,101997,Comedy,795461,4258.0,"A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefarious demon.",PG-13,True,"English, Spanish, Latin",Scary Movie 5,USA,"David Zucker, Pat Proft",11.0,3.5,"Malcolm D. Lee, David Zucker",12 Apr 2013,"Ashley Tisdale, Simon Rex, Gracie Whitton, Ava Kolker",2013,Comedy,5 nominations.,86 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5OTIxMjQ4NF5BMl5BanBnXkFtZTcwOTAyNDcyOQ@@._V1_SX300.jpg,"51,222",tt0795461,4.0,2.0,"Juvenile even by Scary Movie standards, this fifth installment offers stale pop culture gags that generate few laughs.",2.9,rotten,20 Aug 2013,The Weinstein Company,2,http://www.facebook.com/scarymovie5,49,235981,38.0,"$32,014,289.00",51,http://www.rottentomatoes.com/m/scary_movie_5/,-0.27
3536,102033,Action|Comedy|Crime,1980209,134374.0,A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.,R,True,English,Pain &amp; Gain,USA,"Christopher Markus (screenplay), Stephen McFeely (screenplay), Pete Collins (based on the magazine articles by)",45.0,6.5,Michael Bay,26 Apr 2013,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub",2013,"Comedy, Crime, Drama",4 nominations.,129 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NDE5NTU0OV5BMl5BanBnXkFtZTcwMzI1OTMzOQ@@._V1_SX300.jpg,"163,854",tt1980209,49.0,5.3,"It may be his most thought-provoking film to date, but Michael Bay's Pain &amp; Gain ultimately loses its satirical edge in a stylized flurry of violent spectacle.",3.1,rotten,27 Aug 2013,Paramount Studios,91,http://www.painandgainmovie.com/,94,84989,47.0,"$49,300,000.00",185,http://www.rottentomatoes.com/m/pain_and_gain/,-0.05
3537,102123,Action|Comedy,1245492,109414.0,"While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.",R,True,"English, Spanish",This Is the End,USA,"Seth Rogen (screenplay), Evan Goldberg (screenplay), Seth Rogen (screen story), Evan Goldberg (screen story), Seth Rogen (short film ""Jay and Seth vs. The Apocalypse""), Jason Stone (based on the short film ""Jay and Seth vs. The Apocalypse"" by), Evan Goldberg (short film ""Jay and Seth vs. The Apocalypse"")",67.0,6.7,"Evan Goldberg, Seth Rogen",12 Jun 2013,"James Franco, Jonah Hill, Seth Rogen, Jay Baruchel",2013,"Comedy, Fantasy",10 wins &amp; 19 nominations.,107 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxODE3NjM1Ml5BMl5BanBnXkFtZTcwMzkzNjc4OA@@._V1_SX300.jpg,"315,882",tt1245492,83.0,7.1,"Energetic, self-deprecating performances and enough guffaw-inducing humor make up for the flaws in This Is the End loosely written script.",3.7,certified,01 Oct 2013,Sony Pictures,176,http://www.thisistheend.com,36,180733,71.0,"$96,200,000.00",212,http://www.rottentomatoes.com/m/this_is_the_end/,0.141025641026
3538,102125,Action|Sci-Fi|Thriller|IMAX,1300854,68721.0,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",PG-13,True,English,Iron Man 3,USA,"Drew Pearce (screenplay), Shane Black (screenplay), Stan Lee (based on the Marvel comic book by), Don Heck (based on the Marvel comic book by), Larry Lieber (based on the Marvel comic book by), Jack Kirby (based on the Marvel comic book by), Warren Ellis (based on the ""Extremis"" mini-series written by), Adi Granov (based on the ""Extremis"" mini-series illustrated by)",62.0,7.2,Shane Black,03 May 2013,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce",2013,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 17 wins &amp; 53 nominations.,130 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMjEzMjY1M15BMl5BanBnXkFtZTcwNTMxOTYyOQ@@._V1_SX300.jpg,"567,520",tt1300854,79.0,7.0,"With the help of its charismatic lead, some impressive action sequences, and even a few surprises, Iron Man 3 is a witty, entertaining adventure and a strong addition to the Marvel canon.",4.0,certified,24 Sep 2013,Walt Disney Pictures,230,http://IronManMovie3.com,61,480427,79.0,"$408,992,272.00",291,http://www.rottentomatoes.com/m/iron_man_3/,0.404761904762
